Fecha,Nombre Equipo,co,co2,pm10,pm2_5,pm5,Humedad Relativa,Temperatura
08/04/2023 06:47:07 AM,AirQualityUnit01,5,541,31,24,15,78.2,7.7
08/04/2023 06:49:11 AM,AirQualityUnit01,6,538,30,26,16,78,7.9
08/04/2023 06:51:17 AM,AirQualityUnit01,7,539,29,24,11,77.8,8
08/04/2023 06:53:22 AM,AirQualityUnit01,8,531,23,20,12,77.6,8.2
08/04/2023 06:55:28 AM,AirQualityUnit01,9,530,24,23,12,77.4,8.3
08/04/2023 07:01:34 AM,AirQualityUnit01,12,533,31,22,15,76.3,8.7
08/04/2023 07:03:40 AM,AirQualityUnit01,13,536,29,25,13,76.1,8.9
08/04/2023 07:05:47 AM,AirQualityUnit01,14,534,39,30,17,75.9,9
08/04/2023 07:07:52 AM,AirQualityUnit01,15,530,30,29,17,75.7,9.2
08/04/2023 07:14:00 AM,AirQualityUnit01,18,531,41,29,16,74.3,9.8
08/04/2023 07:16:06 AM,AirQualityUnit01,19,542,31,23,14,73.8,9.9
08/04/2023 07:18:11 AM,AirQualityUnit01,20,546,31,23,14,73.3,10
08/04/2023 07:22:16 AM,AirQualityUnit01,22,538,31,23,14,72.4,10.3
08/04/2023 07:24:21 AM,AirQualityUnit01,23,534,31,23,14,72.1,10.4
08/04/2023 07:26:26 AM,AirQualityUnit01,24,535,31,23,14,71.7,10.6
08/04/2023 07:28:30 AM,AirQualityUnit01,25,537,31,23,14,71.2,10.7
08/04/2023 07:30:35 AM,AirQualityUnit01,26,544,31,23,14,70.8,10.8
08/04/2023 07:32:41 AM,AirQualityUnit01,27,555,31,23,14,70.5,11
08/04/2023 07:34:45 AM,AirQualityUnit01,28,548,31,23,14,70.3,11.1
08/04/2023 07:47:10 AM,AirQualityUnit01,3,535,28,20,12,68.1,11.8
08/04/2023 07:49:16 AM,AirQualityUnit01,4,528,32,24,15,0,0
08/04/2023 07:51:22 AM,AirQualityUnit01,5,526,22,21,14,67.8,12
08/04/2023 07:53:28 AM,AirQualityUnit01,6,521,32,27,17,67.5,12.1
08/04/2023 07:55:34 AM,AirQualityUnit01,7,531,38,28,18,67.3,12.2
08/04/2023 08:03:47 AM,AirQualityUnit01,11,520,35,29,17,66.3,12.4
08/04/2023 08:05:53 AM,AirQualityUnit01,12,524,42,32,18,0,0
08/04/2023 08:08:00 AM,AirQualityUnit01,13,526,39,32,20,66.3,12.5
08/04/2023 08:10:05 AM,AirQualityUnit01,14,525,39,32,20,66.2,12.6
08/04/2023 08:12:10 AM,AirQualityUnit01,15,532,32,27,19,66.1,12.7
08/04/2023 08:14:16 AM,AirQualityUnit01,16,546,33,28,18,0,0
08/04/2023 08:16:21 AM,AirQualityUnit01,17,538,33,28,18,65.8,13
08/04/2023 08:22:29 AM,AirQualityUnit01,20,519,34,27,15,65.2,13.3
08/04/2023 08:24:34 AM,AirQualityUnit01,21,510,41,31,15,0,0
08/04/2023 08:26:39 AM,AirQualityUnit01,22,513,35,23,14,64.8,13.6
08/04/2023 08:28:46 AM,AirQualityUnit01,23,506,35,23,14,0,0
08/04/2023 08:30:48 AM,AirQualityUnit01,24,508,35,23,14,64.4,14
08/04/2023 08:34:55 AM,AirQualityUnit01,26,514,35,23,14,63.8,14.3
08/04/2023 08:39:02 AM,AirQualityUnit01,28,489,35,23,14,63.1,14.6
08/04/2023 08:41:06 AM,AirQualityUnit01,29,496,35,23,14,62.8,14.7
08/04/2023 08:43:11 AM,AirQualityUnit01,30,505,35,23,14,62.4,14.8
08/04/2023 08:47:29 AM,AirQualityUnit01,1,505,26,25,16,61.6,14.9
08/04/2023 08:51:35 AM,AirQualityUnit01,3,504,26,25,16,61.5,15.2
08/04/2023 08:53:40 AM,AirQualityUnit01,4,511,26,25,16,61.4,15.3
08/04/2023 08:55:44 AM,AirQualityUnit01,5,512,26,25,16,0,0
08/04/2023 08:57:50 AM,AirQualityUnit01,6,504,26,25,16,61.3,15.7
08/04/2023 08:59:54 AM,AirQualityUnit01,7,501,26,25,16,0,0
08/04/2023 09:04:10 AM,AirQualityUnit01,9,499,26,25,16,60.2,15.9
08/04/2023 09:10:17 AM,AirQualityUnit01,12,488,26,25,16,59.7,16.2
08/04/2023 09:14:23 AM,AirQualityUnit01,14,490,26,25,16,59.2,16.5
08/04/2023 09:16:29 AM,AirQualityUnit01,15,482,26,25,16,58.9,16.7
08/04/2023 09:18:34 AM,AirQualityUnit01,16,480,26,25,16,58.6,17
08/04/2023 09:20:38 AM,AirQualityUnit01,17,493,26,25,16,58.4,17.3
08/04/2023 09:22:43 AM,AirQualityUnit01,18,486,26,25,16,58.1,17.5
08/04/2023 09:24:47 AM,AirQualityUnit01,19,484,26,25,16,57.3,17.7
08/04/2023 09:30:59 AM,AirQualityUnit01,22,483,26,25,16,55.3,17.7
08/04/2023 09:33:04 AM,AirQualityUnit01,23,492,26,25,16,55.6,17.9
08/04/2023 09:37:13 AM,AirQualityUnit01,25,477,17,11,5,55.7,18.2
08/04/2023 09:39:19 AM,AirQualityUnit01,26,466,17,11,5,55.4,18.4
08/04/2023 09:41:26 AM,AirQualityUnit01,27,458,18,16,10,55.2,18.5
08/04/2023 09:45:32 AM,AirQualityUnit01,29,463,16,13,8,54.5,18.7
08/04/2023 09:47:38 AM,AirQualityUnit01,30,453,18,16,9,0,0
08/04/2023 09:51:55 AM,AirQualityUnit01,1,455,18,15,10,50.5,18.9
08/04/2023 09:54:01 AM,AirQualityUnit01,2,455,16,16,10,51.2,18.9
08/04/2023 09:56:04 AM,AirQualityUnit01,3,461,12,12,7,51.9,18.9
08/04/2023 10:00:12 AM,AirQualityUnit01,5,463,20,11,7,52.6,19.1
08/04/2023 10:02:17 AM,AirQualityUnit01,6,463,16,15,9,52.4,19.2
08/04/2023 10:04:23 AM,AirQualityUnit01,7,459,23,21,15,52,19.3
08/04/2023 10:12:45 AM,AirQualityUnit01,11,452,28,20,12,52.1,19.6
08/04/2023 10:14:49 AM,AirQualityUnit01,12,451,28,20,12,0,0
08/04/2023 10:31:18 AM,AirQualityUnit01,20,451,28,20,12,0,0
08/04/2023 10:33:24 AM,AirQualityUnit01,21,453,28,20,12,50.7,19.6
08/04/2023 10:35:28 AM,AirQualityUnit01,22,458,28,20,12,50.6,19.6
08/04/2023 10:45:50 AM,AirQualityUnit01,27,445,28,20,12,0,0
08/04/2023 10:49:57 AM,AirQualityUnit01,29,438,28,20,12,49.4,19.7
08/04/2023 10:58:17 AM,AirQualityUnit01,2,427,15,14,8,48.7,20.2
08/04/2023 11:00:22 AM,AirQualityUnit01,3,435,8,8,5,48.3,20.3
08/04/2023 11:02:28 AM,AirQualityUnit01,4,429,8,6,4,47.9,20.3
08/04/2023 11:04:33 AM,AirQualityUnit01,5,428,8,6,4,48,20.3
08/04/2023 11:06:39 AM,AirQualityUnit01,6,437,9,7,4,48.1,20.2
08/04/2023 11:10:52 AM,AirQualityUnit01,8,426,11,8,4,47.9,20.1
08/04/2023 11:16:51 AM,AirQualityUnit01,11,425,7,5,2,47.4,19.9
08/04/2023 11:18:57 AM,AirQualityUnit01,12,427,7,6,4,47.5,19.8
08/04/2023 11:23:06 AM,AirQualityUnit01,14,420,6,5,3,48,19.9
08/04/2023 11:25:13 AM,AirQualityUnit01,15,424,5,5,3,48.2,20
08/04/2023 11:27:16 AM,AirQualityUnit01,16,419,5,5,3,47.8,20
08/04/2023 11:29:21 AM,AirQualityUnit01,17,429,5,3,1,47.5,20.2
08/04/2023 11:39:34 AM,AirQualityUnit01,22,431,6,5,4,0,0
08/04/2023 11:41:38 AM,AirQualityUnit01,23,438,4,2,1,45.8,21
08/04/2023 11:51:53 AM,AirQualityUnit01,28,428,4,1,1,45.7,20.9
08/04/2023 12:04:16 PM,AirQualityUnit01,3,416,2,2,1,45,22.6
08/04/2023 12:08:24 PM,AirQualityUnit01,5,411,4,4,3,43.5,23
08/04/2023 12:14:35 PM,AirQualityUnit01,8,408,15,8,4,42.5,23.4
08/04/2023 12:24:53 PM,AirQualityUnit01,13,420,5,4,3,41.5,23.1
08/04/2023 12:27:00 PM,AirQualityUnit01,14,421,5,4,3,41.7,23.2
08/04/2023 12:31:06 PM,AirQualityUnit01,16,424,12,7,4,0,0
08/04/2023 12:35:13 PM,AirQualityUnit01,18,410,5,5,3,41.3,24.5
08/04/2023 12:37:18 PM,AirQualityUnit01,19,414,5,4,3,40.9,24.7
08/04/2023 12:45:37 PM,AirQualityUnit01,23,406,4,2,0,39.1,25.4
08/04/2023 12:47:48 PM,AirQualityUnit01,24,407,4,2,0,38.8,24.9
08/04/2023 12:49:52 PM,AirQualityUnit01,25,408,29,21,14,38.5,24.5
08/04/2023 12:54:00 PM,AirQualityUnit01,27,419,3,3,1,38.8,23.8
08/04/2023 01:04:31 PM,AirQualityUnit01,1,409,4,4,2,40,24
08/04/2023 01:06:27 PM,AirQualityUnit01,2,408,4,4,2,39.9,24
08/04/2023 01:08:32 PM,AirQualityUnit01,3,405,4,4,2,39.8,24.2
08/04/2023 01:10:39 PM,AirQualityUnit01,4,411,4,4,2,39.6,24.3
08/04/2023 01:14:45 PM,AirQualityUnit01,6,425,3,3,1,39.1,23.9
08/04/2023 01:19:00 PM,AirQualityUnit01,8,418,1,1,0,39.1,23.8
08/04/2023 01:25:08 PM,AirQualityUnit01,11,407,3,3,2,39.5,24.6
08/04/2023 01:29:15 PM,AirQualityUnit01,13,405,2,2,1,39,25
08/04/2023 01:31:20 PM,AirQualityUnit01,14,407,2,2,1,38.3,24.8
08/04/2023 01:37:29 PM,AirQualityUnit01,17,407,3,3,2,37.8,25.2
08/04/2023 01:39:34 PM,AirQualityUnit01,18,404,3,3,2,37.7,25.5
08/04/2023 01:43:43 PM,AirQualityUnit01,20,409,3,3,1,37,25.8
08/04/2023 01:45:50 PM,AirQualityUnit01,21,410,1,1,1,36.6,25.9
08/04/2023 01:47:56 PM,AirQualityUnit01,22,417,1,1,1,36.4,26
08/04/2023 01:50:00 PM,AirQualityUnit01,23,406,2,2,1,35.7,26
08/04/2023 01:52:07 PM,AirQualityUnit01,24,415,0,0,0,34.2,26.1
08/04/2023 01:54:11 PM,AirQualityUnit01,25,408,0,0,0,34,26.2
08/04/2023 01:58:19 PM,AirQualityUnit01,27,408,1,0,0,35.1,26.5
08/04/2023 02:02:25 PM,AirQualityUnit01,29,409,3,2,1,35.8,26.5
08/04/2023 02:10:50 PM,AirQualityUnit01,2,408,3,3,1,35.6,26.4
08/04/2023 02:14:57 PM,AirQualityUnit01,4,406,5,4,3,35.4,26.5
08/04/2023 02:17:03 PM,AirQualityUnit01,5,404,4,3,2,35.5,26.8
08/04/2023 02:19:09 PM,AirQualityUnit01,6,403,4,4,2,35.4,26.9
08/04/2023 02:25:16 PM,AirQualityUnit01,9,407,3,3,1,34.9,27.4
08/04/2023 02:27:22 PM,AirQualityUnit01,10,408,2,2,1,33.8,27.5
08/04/2023 02:29:27 PM,AirQualityUnit01,11,402,2,2,1,33.2,27.3
08/04/2023 02:31:32 PM,AirQualityUnit01,12,408,2,2,1,33.3,26.8
08/04/2023 02:33:38 PM,AirQualityUnit01,13,408,8,3,2,33.8,26.2
08/04/2023 02:37:47 PM,AirQualityUnit01,15,406,6,5,3,35,25.8
08/04/2023 02:47:59 PM,AirQualityUnit01,20,408,1,1,0,35.8,25.9
08/04/2023 02:50:05 PM,AirQualityUnit01,21,407,4,2,0,35.4,26.1
08/04/2023 02:52:11 PM,AirQualityUnit01,22,406,5,4,2,35.3,26.5
08/04/2023 02:54:16 PM,AirQualityUnit01,23,404,5,4,2,35.6,26.8
08/04/2023 02:56:21 PM,AirQualityUnit01,24,406,6,5,2,35.5,26.8
08/04/2023 03:00:28 PM,AirQualityUnit01,26,404,3,3,2,34.9,27.3
08/04/2023 03:04:43 PM,AirQualityUnit01,28,403,6,5,3,34.6,26.9
08/04/2023 03:06:40 PM,AirQualityUnit01,29,407,6,5,3,34.5,26.8
08/04/2023 03:13:00 PM,AirQualityUnit01,1,409,2,2,1,35.3,25.2
08/04/2023 03:17:07 PM,AirQualityUnit01,3,409,7,4,2,35.9,24.1
08/04/2023 03:19:13 PM,AirQualityUnit01,4,409,8,4,2,36.5,24.3
08/04/2023 03:23:21 PM,AirQualityUnit01,6,405,2,2,1,36.5,24.9
08/04/2023 03:25:28 PM,AirQualityUnit01,7,405,2,2,1,36.4,25.4
08/04/2023 03:31:38 PM,AirQualityUnit01,10,403,2,2,2,35.1,26.5
08/04/2023 03:33:45 PM,AirQualityUnit01,11,405,2,2,2,33.8,26.2
08/04/2023 03:35:50 PM,AirQualityUnit01,12,410,10,4,2,33.3,25.7
08/04/2023 03:39:59 PM,AirQualityUnit01,14,423,5,5,3,34.6,24.7
08/04/2023 03:42:04 PM,AirQualityUnit01,15,414,2,2,2,35.2,24.3
08/04/2023 03:44:13 PM,AirQualityUnit01,16,408,4,3,2,35.6,24
08/04/2023 03:46:15 PM,AirQualityUnit01,17,404,4,3,2,36,23.8
08/04/2023 03:48:20 PM,AirQualityUnit01,18,405,4,4,2,36.4,23.6
08/04/2023 03:52:28 PM,AirQualityUnit01,20,409,8,8,5,37.1,23.3
08/04/2023 03:54:34 PM,AirQualityUnit01,21,411,2,2,1,37.2,23.2
08/04/2023 03:56:39 PM,AirQualityUnit01,22,412,7,4,1,37.1,23.3
08/04/2023 03:58:43 PM,AirQualityUnit01,23,408,7,4,1,37,23.7
08/04/2023 04:02:49 PM,AirQualityUnit01,25,407,1,1,0,37.4,24.6
08/04/2023 04:11:00 PM,AirQualityUnit01,29,407,3,2,1,34.6,24.9
08/04/2023 04:13:05 PM,AirQualityUnit01,30,409,5,5,2,35.1,24.8
08/04/2023 04:17:23 PM,AirQualityUnit01,1,409,6,6,3,34.6,24.4
08/04/2023 04:21:38 PM,AirQualityUnit01,3,409,4,3,2,35.8,23.4
08/04/2023 04:27:57 PM,AirQualityUnit01,6,417,8,7,4,36.9,22.6
08/04/2023 04:32:03 PM,AirQualityUnit01,8,415,4,4,2,37.2,22.4
08/04/2023 04:34:09 PM,AirQualityUnit01,9,409,2,2,0,37.5,22.3
08/04/2023 04:38:17 PM,AirQualityUnit01,11,409,4,4,3,37.8,22.6
08/04/2023 04:40:23 PM,AirQualityUnit01,12,409,4,4,2,37.7,22.8
08/04/2023 04:42:29 PM,AirQualityUnit01,13,413,4,4,2,37.6,23.1
08/04/2023 04:46:37 PM,AirQualityUnit01,15,421,2,2,1,37.4,23.4
08/04/2023 04:48:42 PM,AirQualityUnit01,16,431,2,2,1,37.3,23.2
08/04/2023 04:50:47 PM,AirQualityUnit01,17,435,5,5,2,37.1,23
08/04/2023 04:52:53 PM,AirQualityUnit01,18,426,3,3,2,36.9,22.9
08/04/2023 04:55:00 PM,AirQualityUnit01,19,409,3,3,2,36.8,22.8
08/04/2023 04:57:06 PM,AirQualityUnit01,20,408,5,3,2,36.9,22.7
08/04/2023 05:01:14 PM,AirQualityUnit01,22,414,5,5,2,37.1,22.5
08/04/2023 05:05:19 PM,AirQualityUnit01,24,408,3,3,2,0,0
08/04/2023 05:07:24 PM,AirQualityUnit01,25,407,4,4,3,37.6,22.7
08/04/2023 05:09:30 PM,AirQualityUnit01,26,406,6,4,3,37.6,22.6
08/04/2023 05:13:42 PM,AirQualityUnit01,28,407,3,3,2,0,0
08/04/2023 05:15:48 PM,AirQualityUnit01,29,408,3,3,2,37.2,22.5
08/04/2023 05:17:51 PM,AirQualityUnit01,30,419,3,3,2,37.2,22.6
08/04/2023 05:22:10 PM,AirQualityUnit01,1,409,2,2,1,37,23.1
08/04/2023 05:30:18 PM,AirQualityUnit01,5,409,5,5,2,36.7,23.8
08/04/2023 05:32:43 PM,AirQualityUnit01,6,412,3,3,1,36.6,23.8
08/04/2023 05:34:38 PM,AirQualityUnit01,7,415,3,3,1,36.6,23.7
08/04/2023 05:42:48 PM,AirQualityUnit01,11,409,3,3,1,36.6,22.6
08/04/2023 05:46:54 PM,AirQualityUnit01,13,421,11,6,4,37.2,22
08/04/2023 05:53:03 PM,AirQualityUnit01,16,407,6,4,2,38.5,21.2
08/04/2023 05:55:09 PM,AirQualityUnit01,17,409,6,4,2,38.7,21
08/04/2023 05:57:16 PM,AirQualityUnit01,18,409,6,4,2,38.7,20.7
08/04/2023 06:03:24 PM,AirQualityUnit01,21,427,6,4,2,39.5,20.2
08/04/2023 06:05:29 PM,AirQualityUnit01,22,439,6,4,2,39.8,20
08/04/2023 06:07:34 PM,AirQualityUnit01,23,444,6,4,2,40.1,19.9
08/04/2023 06:09:39 PM,AirQualityUnit01,24,450,6,4,2,40.3,19.8
08/04/2023 06:13:45 PM,AirQualityUnit01,26,452,6,4,2,40.6,19.6
08/04/2023 06:17:53 PM,AirQualityUnit01,28,462,6,6,4,0,0
08/04/2023 06:26:14 PM,AirQualityUnit01,1,438,5,4,4,41.9,19.2
08/04/2023 06:28:19 PM,AirQualityUnit01,2,445,6,5,4,41.9,19
08/04/2023 06:30:24 PM,AirQualityUnit01,3,448,9,8,5,0,0
08/04/2023 06:34:32 PM,AirQualityUnit01,5,460,6,6,4,0,0
08/04/2023 06:36:39 PM,AirQualityUnit01,6,462,6,5,3,42.9,18.6
08/04/2023 06:38:44 PM,AirQualityUnit01,7,465,5,5,3,43.6,18.5
08/04/2023 06:47:04 PM,AirQualityUnit01,11,465,6,5,3,45.3,17.7
08/04/2023 06:49:09 PM,AirQualityUnit01,12,462,6,5,3,0,0
08/04/2023 06:51:14 PM,AirQualityUnit01,13,464,7,6,3,45.5,17.6
08/04/2023 06:55:23 PM,AirQualityUnit01,15,457,8,8,5,0,0
08/04/2023 06:59:31 PM,AirQualityUnit01,17,457,12,10,5,46.2,17.3
08/04/2023 07:11:51 PM,AirQualityUnit01,23,453,10,6,4,47.7,17
08/04/2023 07:24:01 PM,AirQualityUnit01,29,472,10,6,4,49.3,16.6
08/04/2023 07:26:07 PM,AirQualityUnit01,30,478,10,6,4,49.7,16.5
08/04/2023 07:30:26 PM,AirQualityUnit01,1,476,19,10,4,49.9,16.5
08/04/2023 07:32:31 PM,AirQualityUnit01,2,466,19,10,4,49.9,16.4
08/04/2023 07:34:35 PM,AirQualityUnit01,3,470,19,10,4,50,16.4
08/04/2023 07:36:41 PM,AirQualityUnit01,4,470,19,10,4,0,0
08/04/2023 07:42:49 PM,AirQualityUnit01,7,476,19,10,4,0,0
08/04/2023 07:44:53 PM,AirQualityUnit01,8,479,19,10,4,0,0
08/04/2023 07:51:01 PM,AirQualityUnit01,11,462,7,7,4,50.6,16.1
08/04/2023 07:53:07 PM,AirQualityUnit01,12,466,7,6,4,0,0
08/04/2023 07:55:12 PM,AirQualityUnit01,13,478,7,6,4,50.8,16.1
08/04/2023 08:01:23 PM,AirQualityUnit01,16,478,20,14,7,51.2,16.1
08/04/2023 08:03:33 PM,AirQualityUnit01,17,482,11,11,7,51.4,16.1
08/04/2023 08:07:51 PM,AirQualityUnit01,19,486,16,14,9,0,0
08/04/2023 08:18:03 PM,AirQualityUnit01,24,476,16,15,8,52.7,15.9
08/04/2023 08:20:09 PM,AirQualityUnit01,25,483,9,8,5,52.9,15.9
08/04/2023 08:22:14 PM,AirQualityUnit01,26,483,9,8,5,53,15.8
08/04/2023 08:24:17 PM,AirQualityUnit01,27,482,8,8,4,53,15.7
08/04/2023 08:26:24 PM,AirQualityUnit01,28,477,12,10,7,0,0
08/04/2023 08:28:30 PM,AirQualityUnit01,29,470,12,10,7,52.8,15.7
08/04/2023 08:30:35 PM,AirQualityUnit01,30,468,21,16,9,52.7,15.6
08/04/2023 08:34:54 PM,AirQualityUnit01,1,502,21,15,11,52.9,15.6
08/04/2023 08:37:00 PM,AirQualityUnit01,2,506,18,14,10,52.8,15.5
08/04/2023 08:39:05 PM,AirQualityUnit01,3,492,10,10,8,52.8,15.4
08/04/2023 08:41:10 PM,AirQualityUnit01,4,480,6,6,4,53.2,15.4
08/04/2023 08:43:16 PM,AirQualityUnit01,5,482,14,13,7,53.7,15.3
08/04/2023 08:45:21 PM,AirQualityUnit01,6,484,14,12,6,54.1,15.3
08/04/2023 08:49:27 PM,AirQualityUnit01,8,479,14,12,6,55.4,15.2
08/04/2023 08:51:31 PM,AirQualityUnit01,9,475,14,12,6,56.3,15.1
08/04/2023 08:53:37 PM,AirQualityUnit01,10,473,14,12,6,57.2,15
08/04/2023 08:57:44 PM,AirQualityUnit01,12,487,14,12,6,58.2,14.9
08/04/2023 08:59:48 PM,AirQualityUnit01,13,480,14,12,6,58.1,14.8
08/04/2023 09:01:53 PM,AirQualityUnit01,14,478,14,12,6,58.2,14.8
08/04/2023 09:03:57 PM,AirQualityUnit01,15,480,14,12,6,58.7,14.7
08/04/2023 09:06:03 PM,AirQualityUnit01,16,480,14,12,6,59.4,14.7
08/04/2023 09:10:10 PM,AirQualityUnit01,18,486,14,12,6,59.7,14.5
08/04/2023 09:12:14 PM,AirQualityUnit01,19,485,14,12,6,59.2,14.5
08/04/2023 09:14:20 PM,AirQualityUnit01,20,482,14,12,6,59,14.4
08/04/2023 09:18:28 PM,AirQualityUnit01,22,478,14,12,6,0,0
08/04/2023 09:20:33 PM,AirQualityUnit01,23,478,14,12,6,0,0
08/04/2023 09:22:37 PM,AirQualityUnit01,24,483,14,12,6,58.3,14.4
08/04/2023 09:26:44 PM,AirQualityUnit01,26,496,14,12,6,57.8,14.3
08/04/2023 09:31:00 PM,AirQualityUnit01,28,498,14,12,6,57.9,14.2
08/04/2023 09:35:16 PM,AirQualityUnit01,30,489,14,12,6,57.8,14.1
08/04/2023 09:39:34 PM,AirQualityUnit01,1,490,9,8,4,0,0
08/04/2023 09:41:38 PM,AirQualityUnit01,2,493,9,8,4,0,0
08/04/2023 09:43:43 PM,AirQualityUnit01,3,487,8,6,4,58,14.1
08/04/2023 09:45:50 PM,AirQualityUnit01,4,488,8,7,4,58.2,14.1
08/04/2023 09:49:57 PM,AirQualityUnit01,6,489,7,6,3,58.7,14.1
08/04/2023 09:52:03 PM,AirQualityUnit01,7,494,10,8,5,58.7,14.1
08/04/2023 09:58:10 PM,AirQualityUnit01,10,507,20,12,7,58.8,14
08/04/2023 10:00:16 PM,AirQualityUnit01,11,497,20,12,7,59.1,14
08/04/2023 10:02:21 PM,AirQualityUnit01,12,498,5,5,3,59.1,14
08/04/2023 10:04:28 PM,AirQualityUnit01,13,493,12,12,5,59.1,14
08/04/2023 10:06:34 PM,AirQualityUnit01,14,484,12,12,5,0,0
08/04/2023 10:08:40 PM,AirQualityUnit01,15,493,9,8,4,59,13.9
08/04/2023 10:10:44 PM,AirQualityUnit01,16,493,9,8,5,59,13.9
08/04/2023 10:12:51 PM,AirQualityUnit01,17,494,9,8,5,59,13.8
08/04/2023 10:14:55 PM,AirQualityUnit01,18,502,7,6,4,59.1,13.8
08/04/2023 10:16:59 PM,AirQualityUnit01,19,499,7,6,4,59.4,13.8
08/04/2023 10:19:04 PM,AirQualityUnit01,20,497,7,6,4,59.6,13.8
08/04/2023 10:21:10 PM,AirQualityUnit01,21,487,7,6,4,59.6,13.7
08/04/2023 10:23:15 PM,AirQualityUnit01,22,490,7,6,4,59.5,13.7
08/04/2023 10:25:21 PM,AirQualityUnit01,23,488,7,6,4,59.4,13.7
08/04/2023 10:27:26 PM,AirQualityUnit01,24,497,7,6,4,59.4,13.7
08/04/2023 10:33:41 PM,AirQualityUnit01,27,502,7,6,4,0,0
08/04/2023 10:35:47 PM,AirQualityUnit01,28,496,7,6,4,60.1,13.6
08/04/2023 10:37:51 PM,AirQualityUnit01,29,492,7,6,4,60,13.6
08/04/2023 10:44:09 PM,AirQualityUnit01,1,485,6,5,3,60.1,13.5
08/04/2023 10:48:16 PM,AirQualityUnit01,3,500,4,4,2,60.6,13.5
08/04/2023 10:50:22 PM,AirQualityUnit01,4,507,4,4,1,61.2,13.5
08/04/2023 10:52:28 PM,AirQualityUnit01,5,502,12,9,5,61.5,13.4
08/04/2023 10:56:35 PM,AirQualityUnit01,7,516,8,7,4,61,13.4
08/04/2023 10:58:42 PM,AirQualityUnit01,8,515,8,7,4,0,0
08/04/2023 11:00:47 PM,AirQualityUnit01,9,517,5,5,4,61,13.3
08/04/2023 11:02:54 PM,AirQualityUnit01,10,497,11,6,4,61.1,13.3
08/04/2023 11:05:00 PM,AirQualityUnit01,11,487,11,6,4,61.2,13.3
08/04/2023 11:09:07 PM,AirQualityUnit01,13,494,4,4,3,61.3,13.4
08/04/2023 11:11:12 PM,AirQualityUnit01,14,500,4,4,3,61.2,13.4
08/04/2023 11:15:18 PM,AirQualityUnit01,16,506,3,3,2,61.1,13.4
08/04/2023 11:19:26 PM,AirQualityUnit01,18,501,6,6,2,61,13.4
08/04/2023 11:23:32 PM,AirQualityUnit01,20,495,8,6,4,61,13.4
08/04/2023 11:25:38 PM,AirQualityUnit01,21,500,8,8,5,61,13.4
08/04/2023 11:27:43 PM,AirQualityUnit01,22,500,6,6,3,61.1,13.4
08/04/2023 11:32:22 PM,AirQualityUnit01,24,497,4,4,2,61,13.3
08/04/2023 11:36:39 PM,AirQualityUnit01,26,490,4,4,2,61.1,13.3
08/04/2023 11:38:39 PM,AirQualityUnit01,27,495,4,4,3,61.3,13.2
08/04/2023 11:43:04 PM,AirQualityUnit01,29,502,5,4,2,61.5,13.2
08/04/2023 11:45:04 PM,AirQualityUnit01,30,508,6,5,2,61.6,13.2
08/05/2023 12:01:50 AM,AirQualityUnit01,7,498,6,6,3,0,0
08/05/2023 12:03:55 AM,AirQualityUnit01,8,489,6,6,3,62.5,13
08/05/2023 12:05:59 AM,AirQualityUnit01,9,497,6,6,3,62.9,13
08/05/2023 12:10:07 AM,AirQualityUnit01,11,502,6,6,3,63.2,13
08/05/2023 12:14:15 AM,AirQualityUnit01,13,501,6,6,3,63.2,13.1
08/05/2023 12:18:22 AM,AirQualityUnit01,15,496,6,6,3,63,13.1
08/05/2023 12:20:28 AM,AirQualityUnit01,16,494,6,6,3,62.8,13.1
08/05/2023 12:24:34 AM,AirQualityUnit01,18,505,6,6,3,62.7,13.1
08/05/2023 12:28:42 AM,AirQualityUnit01,20,511,11,10,6,63.3,13.1
08/05/2023 12:32:47 AM,AirQualityUnit01,22,500,8,7,4,63.6,13.1
08/05/2023 12:36:55 AM,AirQualityUnit01,24,513,9,9,6,63.7,13
08/05/2023 12:39:00 AM,AirQualityUnit01,25,514,10,10,7,63.8,13
08/05/2023 12:43:06 AM,AirQualityUnit01,27,495,10,10,7,64,13
08/05/2023 12:45:12 AM,AirQualityUnit01,28,502,10,10,7,64.4,12.9
08/05/2023 12:49:19 AM,AirQualityUnit01,30,507,10,10,7,65.1,12.8
08/05/2023 12:53:37 AM,AirQualityUnit01,1,499,10,9,5,65.5,12.8
08/05/2023 12:55:42 AM,AirQualityUnit01,2,507,8,8,5,0,0
08/05/2023 12:59:50 AM,AirQualityUnit01,4,522,9,7,4,65,12.5
08/05/2023 01:01:57 AM,AirQualityUnit01,5,521,5,5,3,65.4,12.5
08/05/2023 01:06:02 AM,AirQualityUnit01,7,519,7,7,4,65.9,12.4
08/05/2023 01:08:08 AM,AirQualityUnit01,8,515,7,7,4,0,0
08/05/2023 01:10:13 AM,AirQualityUnit01,9,523,7,7,4,65.5,12.2
08/05/2023 01:12:16 AM,AirQualityUnit01,10,527,7,7,4,65.5,12.2
08/05/2023 01:14:22 AM,AirQualityUnit01,11,527,5,5,3,65.8,12.2
08/05/2023 01:16:28 AM,AirQualityUnit01,12,513,5,5,3,0,0
08/05/2023 01:20:35 AM,AirQualityUnit01,14,504,6,5,3,67,12.1
08/05/2023 01:22:40 AM,AirQualityUnit01,15,511,6,5,3,67.2,12.2
08/05/2023 01:26:47 AM,AirQualityUnit01,17,519,9,7,2,67.2,12.2
