Fecha,Nombre Equipo,co,co2,pm10,pm2_5,pm5,Humedad Relativa,Temperatura
08/01/2023 12:00:19 AM,AirQualityUnit02,2,450,5,4,4,0,0
08/01/2023 12:02:25 AM,AirQualityUnit02,3,448,6,6,4,65.4,13.6
08/01/2023 12:04:31 AM,AirQualityUnit02,4,453,26,22,14,52.7,0.8
08/01/2023 12:08:36 AM,AirQualityUnit02,6,459,13,10,7,0,0
08/01/2023 12:10:41 AM,AirQualityUnit02,7,461,10,9,6,53,0.8
08/01/2023 12:12:46 AM,AirQualityUnit02,8,458,10,9,6,65.8,13.5
08/01/2023 12:14:51 AM,AirQualityUnit02,9,455,8,7,4,65.9,13.5
08/01/2023 12:16:58 AM,AirQualityUnit02,10,459,7,7,3,0,0
08/01/2023 12:21:03 AM,AirQualityUnit02,12,465,10,9,6,66.2,13.5
08/01/2023 12:25:11 AM,AirQualityUnit02,14,466,10,9,6,66.3,13.4
08/01/2023 12:27:15 AM,AirQualityUnit02,15,460,10,9,6,66.4,13.4
08/01/2023 12:29:20 AM,AirQualityUnit02,16,459,10,9,6,0,0
08/01/2023 12:35:36 AM,AirQualityUnit02,19,465,10,9,6,66.9,13.4
08/01/2023 12:37:42 AM,AirQualityUnit02,20,467,10,9,6,66.9,13.4
08/01/2023 12:39:46 AM,AirQualityUnit02,21,469,10,9,6,67,13.4
08/01/2023 12:43:53 AM,AirQualityUnit02,23,464,10,9,6,0,0
08/01/2023 12:45:58 AM,AirQualityUnit02,24,453,10,9,6,67,13.4
08/01/2023 12:48:03 AM,AirQualityUnit02,25,458,10,9,6,67,13.3
08/01/2023 12:52:10 AM,AirQualityUnit02,27,466,10,9,6,67.2,13.3
08/01/2023 12:54:15 AM,AirQualityUnit02,28,458,10,9,6,67.3,13.3
08/01/2023 12:56:20 AM,AirQualityUnit02,29,452,10,9,6,67.3,13.2
08/01/2023 12:58:24 AM,AirQualityUnit02,30,437,10,9,6,67.6,13.2
08/01/2023 01:02:40 AM,AirQualityUnit02,1,449,5,5,4,0,0
08/01/2023 01:04:47 AM,AirQualityUnit02,2,452,7,7,4,68.2,13
08/01/2023 01:06:50 AM,AirQualityUnit02,3,473,7,7,5,68.3,13
08/01/2023 01:10:58 AM,AirQualityUnit02,5,466,7,6,4,0,0
08/01/2023 01:13:02 AM,AirQualityUnit02,6,462,8,6,4,68.7,12.9
08/01/2023 01:15:08 AM,AirQualityUnit02,7,451,12,10,5,68.9,12.9
08/01/2023 01:17:14 AM,AirQualityUnit02,8,448,6,6,4,69.1,12.9
08/01/2023 01:21:22 AM,AirQualityUnit02,10,455,6,5,4,0,0
08/01/2023 01:27:32 AM,AirQualityUnit02,13,468,7,6,4,69.3,12.9
08/01/2023 01:29:36 AM,AirQualityUnit02,14,469,7,6,4,69.4,13
08/01/2023 01:31:41 AM,AirQualityUnit02,15,471,7,6,4,69.4,13
08/01/2023 01:33:48 AM,AirQualityUnit02,16,470,7,6,4,0,0
08/01/2023 01:35:50 AM,AirQualityUnit02,17,456,7,6,4,69.5,13
08/01/2023 01:39:57 AM,AirQualityUnit02,19,471,7,6,4,0,0
08/01/2023 01:42:03 AM,AirQualityUnit02,20,471,7,6,4,0,0
08/01/2023 01:44:07 AM,AirQualityUnit02,21,472,7,6,4,0,0
08/01/2023 01:46:12 AM,AirQualityUnit02,22,466,7,6,4,69.5,12.9
08/01/2023 01:48:16 AM,AirQualityUnit02,23,467,7,6,4,0,0
08/01/2023 01:50:21 AM,AirQualityUnit02,24,461,7,6,4,69.6,12.9
08/01/2023 01:52:25 AM,AirQualityUnit02,25,457,7,6,4,69.7,12.9
08/01/2023 01:54:35 AM,AirQualityUnit02,26,450,7,6,4,69.8,12.9
08/01/2023 01:56:40 AM,AirQualityUnit02,27,452,7,6,4,0,0
08/01/2023 01:58:46 AM,AirQualityUnit02,28,460,7,6,4,0,0
08/01/2023 02:00:51 AM,AirQualityUnit02,29,460,7,6,4,69.9,12.9
08/01/2023 02:02:55 AM,AirQualityUnit02,30,460,7,6,4,0,0
08/01/2023 02:07:11 AM,AirQualityUnit02,1,447,6,5,4,69.6,12.9
08/01/2023 02:11:18 AM,AirQualityUnit02,3,456,6,5,2,69.6,12.9
08/01/2023 02:13:24 AM,AirQualityUnit02,4,465,9,6,4,69.7,12.9
08/01/2023 02:17:31 AM,AirQualityUnit02,6,463,5,5,3,69.7,12.9
08/01/2023 02:19:36 AM,AirQualityUnit02,7,453,4,4,2,69.7,12.9
08/01/2023 02:21:43 AM,AirQualityUnit02,8,454,7,5,3,0,0
08/01/2023 02:23:47 AM,AirQualityUnit02,9,460,6,5,3,69.7,12.9
08/01/2023 02:25:53 AM,AirQualityUnit02,10,459,5,4,3,69.7,12.9
08/01/2023 02:27:57 AM,AirQualityUnit02,11,459,6,6,4,69.8,12.9
08/01/2023 02:30:02 AM,AirQualityUnit02,12,450,6,6,4,69.9,12.9
08/01/2023 02:32:07 AM,AirQualityUnit02,13,456,6,6,4,69.9,12.9
08/01/2023 02:34:13 AM,AirQualityUnit02,14,461,6,6,4,0,0
08/01/2023 02:36:17 AM,AirQualityUnit02,15,466,4,4,2,70,12.9
08/01/2023 02:38:23 AM,AirQualityUnit02,16,469,5,4,3,70,12.9
08/01/2023 02:42:30 AM,AirQualityUnit02,18,463,6,5,4,70.1,12.9
08/01/2023 02:44:35 AM,AirQualityUnit02,19,460,6,6,3,0,0
08/01/2023 02:46:40 AM,AirQualityUnit02,20,472,6,6,3,70.2,12.9
08/01/2023 02:48:45 AM,AirQualityUnit02,21,472,7,5,3,0,0
08/01/2023 02:50:50 AM,AirQualityUnit02,22,471,6,6,3,57.5,0.1
08/01/2023 02:54:58 AM,AirQualityUnit02,24,455,5,5,3,70.4,12.9
08/01/2023 02:57:02 AM,AirQualityUnit02,25,449,5,5,3,70.4,12.9
08/01/2023 02:59:08 AM,AirQualityUnit02,26,456,5,5,3,70.4,12.9
08/01/2023 03:01:13 AM,AirQualityUnit02,27,464,7,6,3,0,0
08/01/2023 03:05:29 AM,AirQualityUnit02,29,456,8,7,4,0,0
08/01/2023 03:07:34 AM,AirQualityUnit02,30,453,8,7,4,70.3,12.9
08/01/2023 03:11:49 AM,AirQualityUnit02,1,467,5,5,3,70.6,12.9
08/01/2023 03:13:56 AM,AirQualityUnit02,2,468,27,20,16,70.6,12.8
08/01/2023 03:16:00 AM,AirQualityUnit02,3,476,11,11,7,70.6,12.9
08/01/2023 03:18:05 AM,AirQualityUnit02,4,477,4,3,2,70.6,12.9
08/01/2023 03:22:12 AM,AirQualityUnit02,6,483,4,4,3,70.6,12.8
08/01/2023 03:24:18 AM,AirQualityUnit02,7,463,4,4,3,57.8,0.1
08/01/2023 03:26:23 AM,AirQualityUnit02,8,462,7,6,3,0,0
08/01/2023 03:28:28 AM,AirQualityUnit02,9,465,9,6,3,70.6,12.8
08/01/2023 03:32:35 AM,AirQualityUnit02,11,458,8,6,4,70.5,12.9
08/01/2023 03:34:40 AM,AirQualityUnit02,12,453,7,7,5,70.4,12.9
08/01/2023 03:36:45 AM,AirQualityUnit02,13,454,15,8,3,0,0
08/01/2023 03:40:52 AM,AirQualityUnit02,15,469,6,6,4,70.5,12.8
08/01/2023 03:42:57 AM,AirQualityUnit02,16,473,33,27,20,70.5,12.7
08/01/2023 03:49:06 AM,AirQualityUnit02,19,474,7,6,3,70.8,12.6
08/01/2023 03:51:11 AM,AirQualityUnit02,20,477,25,17,11,0,0
08/01/2023 03:53:17 AM,AirQualityUnit02,21,492,11,11,6,71.2,12.6
08/01/2023 03:55:21 AM,AirQualityUnit02,22,491,11,11,6,71.5,12.5
08/01/2023 03:57:26 AM,AirQualityUnit02,23,484,9,8,6,71.6,12.5
08/01/2023 03:59:32 AM,AirQualityUnit02,24,484,8,8,5,0,0
08/01/2023 04:01:37 AM,AirQualityUnit02,25,478,8,8,5,71.9,12.4
08/01/2023 04:03:43 AM,AirQualityUnit02,26,481,18,12,11,0,0
08/01/2023 04:05:48 AM,AirQualityUnit02,27,485,7,7,4,72.1,12.4
08/01/2023 04:07:53 AM,AirQualityUnit02,28,477,7,7,4,72.2,12.4
08/01/2023 04:09:58 AM,AirQualityUnit02,29,477,6,6,4,72.2,12.4
08/01/2023 04:12:02 AM,AirQualityUnit02,30,466,9,8,5,72.3,12.4
08/01/2023 04:16:18 AM,AirQualityUnit02,1,422,15,13,8,0,0
08/01/2023 04:18:25 AM,AirQualityUnit02,2,467,13,12,7,72.8,12.5
08/01/2023 04:20:30 AM,AirQualityUnit02,3,489,11,10,7,0,0
08/01/2023 04:22:34 AM,AirQualityUnit02,4,503,9,9,5,72.8,12.5
08/01/2023 04:24:40 AM,AirQualityUnit02,5,488,10,10,8,60,-0.3
08/01/2023 04:26:45 AM,AirQualityUnit02,6,479,10,9,6,72.7,12.5
08/01/2023 04:28:50 AM,AirQualityUnit02,7,467,12,11,9,72.5,12.5
08/01/2023 04:32:57 AM,AirQualityUnit02,9,462,7,7,5,72.4,12.5
08/01/2023 04:35:02 AM,AirQualityUnit02,10,466,13,13,9,72.4,12.5
08/01/2023 04:37:08 AM,AirQualityUnit02,11,475,13,13,9,0,0
08/01/2023 04:39:12 AM,AirQualityUnit02,12,483,11,8,5,72.4,12.5
08/01/2023 04:41:19 AM,AirQualityUnit02,13,496,13,13,9,72.4,12.5
08/01/2023 04:47:26 AM,AirQualityUnit02,16,470,31,23,16,72.5,12.4
08/01/2023 04:49:31 AM,AirQualityUnit02,17,472,11,10,8,72.5,12.4
08/01/2023 04:51:35 AM,AirQualityUnit02,18,475,11,10,8,72.7,12.4
08/01/2023 04:53:40 AM,AirQualityUnit02,19,482,8,8,6,72.8,12.4
08/01/2023 04:55:45 AM,AirQualityUnit02,20,485,7,6,5,72.9,12.4
08/01/2023 04:57:51 AM,AirQualityUnit02,21,485,7,6,5,72.9,12.4
08/01/2023 05:01:57 AM,AirQualityUnit02,23,479,7,6,5,73,12.4
08/01/2023 05:04:02 AM,AirQualityUnit02,24,487,7,6,5,73.1,12.4
08/01/2023 05:06:07 AM,AirQualityUnit02,25,482,7,6,5,73.1,12.4
08/01/2023 05:08:12 AM,AirQualityUnit02,26,481,7,6,5,73.2,12.5
08/01/2023 05:10:17 AM,AirQualityUnit02,27,481,7,6,5,73.2,12.4
08/01/2023 05:12:21 AM,AirQualityUnit02,28,480,7,6,5,73.2,12.5
08/01/2023 05:14:27 AM,AirQualityUnit02,29,484,7,6,5,73.2,12.5
08/01/2023 05:16:31 AM,AirQualityUnit02,30,482,7,6,5,73.2,12.5
08/01/2023 05:20:48 AM,AirQualityUnit02,1,473,27,18,13,73.5,12.5
08/01/2023 05:22:53 AM,AirQualityUnit02,2,483,27,18,13,73.5,12.5
08/01/2023 05:24:57 AM,AirQualityUnit02,3,490,18,18,11,0,0
08/01/2023 05:27:02 AM,AirQualityUnit02,4,494,10,10,7,73.6,12.5
08/01/2023 05:29:07 AM,AirQualityUnit02,5,497,10,10,7,60.9,-0.3
08/01/2023 05:33:14 AM,AirQualityUnit02,7,498,33,27,20,73.6,12.5
08/01/2023 05:41:24 AM,AirQualityUnit02,11,505,40,27,17,73.9,12.5
08/01/2023 05:45:46 AM,AirQualityUnit02,13,403,23,17,9,74.1,12.4
08/01/2023 05:47:51 AM,AirQualityUnit02,14,447,15,13,9,0,0
08/01/2023 05:50:02 AM,AirQualityUnit02,15,497,21,18,11,0,0
08/01/2023 05:52:04 AM,AirQualityUnit02,16,510,21,18,11,0,0
08/01/2023 05:54:08 AM,AirQualityUnit02,17,525,38,29,21,74.4,12.3
08/01/2023 06:00:17 AM,AirQualityUnit02,20,535,17,15,11,74.8,12.2
08/01/2023 06:02:23 AM,AirQualityUnit02,21,528,54,44,29,74.9,12.2
08/01/2023 06:04:28 AM,AirQualityUnit02,22,521,54,44,29,75.1,12.2
08/01/2023 06:06:32 AM,AirQualityUnit02,23,519,74,62,51,75.3,12.2
08/01/2023 06:08:37 AM,AirQualityUnit02,24,516,33,29,21,75.4,12.3
08/01/2023 06:10:42 AM,AirQualityUnit02,25,511,33,29,21,0,0
08/01/2023 06:12:47 AM,AirQualityUnit02,26,506,60,45,34,75.3,12.3
08/01/2023 06:14:53 AM,AirQualityUnit02,27,486,19,19,13,75.3,12.3
08/01/2023 06:19:02 AM,AirQualityUnit02,29,495,32,24,19,75.1,12.4
08/01/2023 06:21:07 AM,AirQualityUnit02,30,490,38,30,20,75,12.4
08/01/2023 06:25:26 AM,AirQualityUnit02,1,479,22,14,11,0,0
08/01/2023 06:27:32 AM,AirQualityUnit02,2,471,24,18,13,74.8,12.6
08/01/2023 06:31:38 AM,AirQualityUnit02,4,503,63,48,35,74.6,12.6
08/01/2023 06:33:45 AM,AirQualityUnit02,5,510,53,41,27,74.6,12.7
08/01/2023 06:37:53 AM,AirQualityUnit02,7,504,26,23,16,0,0
08/01/2023 06:39:59 AM,AirQualityUnit02,8,501,33,30,22,74.3,12.8
08/01/2023 06:42:03 AM,AirQualityUnit02,9,509,24,22,15,74.3,12.8
08/01/2023 06:44:09 AM,AirQualityUnit02,10,511,65,50,37,0,0
08/01/2023 06:48:17 AM,AirQualityUnit02,12,490,64,50,39,74.2,12.9
08/01/2023 06:50:21 AM,AirQualityUnit02,13,481,51,39,28,74.2,13
08/01/2023 06:52:27 AM,AirQualityUnit02,14,477,45,35,25,74.1,13
08/01/2023 06:54:33 AM,AirQualityUnit02,15,488,56,42,31,0,0
08/01/2023 06:56:38 AM,AirQualityUnit02,16,499,36,32,23,73.9,13.1
08/01/2023 06:58:42 AM,AirQualityUnit02,17,502,34,24,17,73.8,13.1
08/01/2023 07:00:48 AM,AirQualityUnit02,18,505,40,30,22,73.7,13.1
08/01/2023 07:05:12 AM,AirQualityUnit02,20,496,28,24,16,73.7,13.2
08/01/2023 07:07:16 AM,AirQualityUnit02,21,493,50,36,23,0,0
08/01/2023 07:09:21 AM,AirQualityUnit02,22,496,40,32,20,73.7,13.1
08/01/2023 07:15:58 AM,AirQualityUnit02,25,498,50,38,27,0,0
08/01/2023 07:18:04 AM,AirQualityUnit02,26,494,22,20,14,0,0
08/01/2023 07:20:08 AM,AirQualityUnit02,27,492,26,26,16,73.7,13.2
08/01/2023 07:22:14 AM,AirQualityUnit02,28,501,31,23,14,0,0
08/01/2023 07:30:35 AM,AirQualityUnit02,1,485,32,16,10,73.1,13.5
08/01/2023 07:32:40 AM,AirQualityUnit02,2,495,32,16,10,60.1,0.9
08/01/2023 07:36:50 AM,AirQualityUnit02,4,473,18,13,10,72.4,13.8
08/01/2023 07:38:56 AM,AirQualityUnit02,5,463,18,13,10,72.1,13.9
08/01/2023 07:41:06 AM,AirQualityUnit02,6,455,28,23,15,71.8,14
08/01/2023 07:43:02 AM,AirQualityUnit02,7,474,28,23,15,71.6,14.1
08/01/2023 07:45:08 AM,AirQualityUnit02,8,480,14,13,8,71.5,14.2
08/01/2023 07:47:14 AM,AirQualityUnit02,9,484,31,26,18,0,0
08/01/2023 07:49:18 AM,AirQualityUnit02,10,467,31,26,18,0,0
08/01/2023 07:51:23 AM,AirQualityUnit02,11,460,13,12,8,0,0
08/01/2023 07:53:30 AM,AirQualityUnit02,12,455,35,28,19,69.8,14.9
08/01/2023 07:55:33 AM,AirQualityUnit02,13,446,35,28,19,69.1,15
08/01/2023 07:57:39 AM,AirQualityUnit02,14,452,13,11,6,0,0
08/01/2023 08:01:46 AM,AirQualityUnit02,16,443,107,103,81,0,0
08/01/2023 08:03:51 AM,AirQualityUnit02,17,446,107,103,81,0,0
08/01/2023 08:05:56 AM,AirQualityUnit02,18,448,107,103,81,66.1,15.5
08/01/2023 08:08:02 AM,AirQualityUnit02,19,442,107,103,81,65.6,15.6
08/01/2023 08:12:12 AM,AirQualityUnit02,21,437,107,103,81,64.7,15.8
08/01/2023 08:14:18 AM,AirQualityUnit02,22,419,107,103,81,64.1,15.9
08/01/2023 08:16:23 AM,AirQualityUnit02,23,428,107,103,81,63.5,15.9
08/01/2023 08:18:28 AM,AirQualityUnit02,24,439,107,103,81,62.9,16
08/01/2023 08:20:33 AM,AirQualityUnit02,25,430,107,103,81,62.2,16
08/01/2023 08:24:39 AM,AirQualityUnit02,27,411,107,103,81,60.8,16
08/01/2023 08:28:46 AM,AirQualityUnit02,29,422,107,103,81,60,15.9
08/01/2023 08:37:11 AM,AirQualityUnit02,2,413,45,36,26,60,15.8
08/01/2023 08:39:18 AM,AirQualityUnit02,3,410,7,3,1,60.1,15.8
08/01/2023 08:41:23 AM,AirQualityUnit02,4,422,30,20,14,60.3,15.8
08/01/2023 08:45:30 AM,AirQualityUnit02,6,422,14,10,8,60.2,15.8
08/01/2023 08:51:40 AM,AirQualityUnit02,9,422,43,33,26,60,15.9
08/01/2023 08:53:44 AM,AirQualityUnit02,10,409,53,41,30,60.2,16
08/01/2023 08:57:52 AM,AirQualityUnit02,12,406,220,207,151,60,16.2
08/01/2023 08:59:57 AM,AirQualityUnit02,13,407,4,4,2,59.8,16.3
08/01/2023 09:02:03 AM,AirQualityUnit02,14,409,4,4,1,0,0
08/01/2023 09:08:20 AM,AirQualityUnit02,17,446,6,6,4,57.9,16.5
08/01/2023 09:10:25 AM,AirQualityUnit02,18,445,6,6,4,58.1,16.5
08/01/2023 09:12:31 AM,AirQualityUnit02,19,412,6,6,4,58.1,16.6
08/01/2023 09:14:35 AM,AirQualityUnit02,20,406,6,6,4,57.9,16.7
08/01/2023 09:18:42 AM,AirQualityUnit02,22,409,6,6,4,57.3,16.9
08/01/2023 09:20:46 AM,AirQualityUnit02,23,416,6,6,4,57.1,16.9
08/01/2023 09:22:51 AM,AirQualityUnit02,24,410,6,6,4,57.2,17.1
08/01/2023 09:31:10 AM,AirQualityUnit02,28,423,5,4,2,56.8,18.2
08/01/2023 09:35:16 AM,AirQualityUnit02,30,449,14,7,5,55.4,18.5
08/01/2023 09:39:34 AM,AirQualityUnit02,1,450,10,8,5,53.5,18.7
08/01/2023 09:41:39 AM,AirQualityUnit02,2,451,4,4,2,53.5,18.9
08/01/2023 09:45:47 AM,AirQualityUnit02,4,440,9,5,2,53.7,19.3
08/01/2023 09:51:55 AM,AirQualityUnit02,7,469,2,2,1,51.1,19.8
08/01/2023 09:56:03 AM,AirQualityUnit02,9,474,2,2,1,50.4,20.1
08/01/2023 09:58:07 AM,AirQualityUnit02,10,479,2,2,1,50.1,20.2
08/01/2023 10:08:29 AM,AirQualityUnit02,15,431,2,2,1,50.2,21
08/01/2023 10:10:34 AM,AirQualityUnit02,16,434,2,2,1,49.1,21.2
08/01/2023 10:12:39 AM,AirQualityUnit02,17,459,2,2,1,48.2,21.1
08/01/2023 10:14:44 AM,AirQualityUnit02,18,486,2,2,1,47.7,21
08/01/2023 10:16:48 AM,AirQualityUnit02,19,408,2,2,1,47.4,20.9
08/01/2023 10:18:54 AM,AirQualityUnit02,20,456,2,2,1,47.4,20.8
08/01/2023 10:25:02 AM,AirQualityUnit02,23,446,2,2,1,47.7,20.7
08/01/2023 10:27:06 AM,AirQualityUnit02,24,479,2,2,1,48.1,20.7
08/01/2023 10:29:12 AM,AirQualityUnit02,25,490,2,2,1,48.6,20.6
08/01/2023 10:33:18 AM,AirQualityUnit02,27,404,2,2,1,48.5,20.6
08/01/2023 10:35:23 AM,AirQualityUnit02,28,476,2,2,1,48.2,20.5
08/01/2023 10:43:43 AM,AirQualityUnit02,1,477,89,83,74,49.3,20.3
08/01/2023 10:45:47 AM,AirQualityUnit02,2,454,89,83,74,48.7,20.4
08/01/2023 10:49:54 AM,AirQualityUnit02,4,439,7,7,5,48.1,20.5
08/01/2023 10:51:59 AM,AirQualityUnit02,5,440,7,7,5,0,0
08/01/2023 10:54:07 AM,AirQualityUnit02,6,465,7,7,5,47.8,20.7
08/01/2023 11:00:24 AM,AirQualityUnit02,9,494,7,7,5,0,0
08/01/2023 11:08:33 AM,AirQualityUnit02,13,498,7,7,5,46,21.3
08/01/2023 11:10:39 AM,AirQualityUnit02,14,484,7,7,5,45.8,21.3
08/01/2023 11:18:51 AM,AirQualityUnit02,18,460,1,1,1,45.5,21.3
08/01/2023 11:20:57 AM,AirQualityUnit02,19,491,58,47,34,45,21.2
08/01/2023 04:08:55 PM,AirQualityUnit02,2,409,1,1,0,47.7,17.4
08/01/2023 04:23:32 PM,AirQualityUnit02,9,415,2,2,1,50,16.9
08/01/2023 04:31:40 PM,AirQualityUnit02,13,416,2,2,1,50.7,16.9
08/01/2023 04:37:47 PM,AirQualityUnit02,16,405,2,2,1,50.9,17
08/01/2023 04:43:57 PM,AirQualityUnit02,19,408,2,2,1,50.8,17
08/01/2023 04:50:02 PM,AirQualityUnit02,22,405,2,2,1,50.4,17
08/01/2023 04:52:07 PM,AirQualityUnit02,23,408,2,2,1,50.3,17
08/01/2023 04:56:13 PM,AirQualityUnit02,25,407,2,2,1,50.4,17.1
08/01/2023 04:58:16 PM,AirQualityUnit02,26,401,2,2,1,50.5,17.2
08/01/2023 05:12:56 PM,AirQualityUnit02,2,402,8,3,2,48.7,17.7
08/01/2023 05:17:28 PM,AirQualityUnit02,4,408,19,14,10,48,17.7
08/01/2023 05:19:33 PM,AirQualityUnit02,5,406,4,4,3,47.9,17.7
08/01/2023 05:23:41 PM,AirQualityUnit02,7,405,46,32,23,48,17.9
08/01/2023 05:25:48 PM,AirQualityUnit02,8,409,14,8,6,48.1,17.9
08/01/2023 05:33:57 PM,AirQualityUnit02,12,403,11,8,6,46.7,17.9
08/01/2023 05:36:02 PM,AirQualityUnit02,13,408,5,5,2,46.8,17.8
08/01/2023 05:42:11 PM,AirQualityUnit02,16,406,6,5,3,46.8,17.6
08/01/2023 05:44:17 PM,AirQualityUnit02,17,409,39,30,20,46.9,17.5
08/01/2023 05:46:22 PM,AirQualityUnit02,18,409,23,16,12,47.1,17.4
08/01/2023 05:48:26 PM,AirQualityUnit02,19,417,4,4,3,47.2,17.3
08/01/2023 05:50:32 PM,AirQualityUnit02,20,412,69,53,44,47.4,17.2
08/01/2023 05:54:41 PM,AirQualityUnit02,22,403,2,2,2,47.7,17
08/01/2023 06:02:57 PM,AirQualityUnit02,26,424,25,18,14,48.5,16.5
08/01/2023 06:05:03 PM,AirQualityUnit02,27,409,25,18,14,0,0
08/01/2023 06:07:08 PM,AirQualityUnit02,28,406,0,0,0,48.8,16.3
08/01/2023 06:15:36 PM,AirQualityUnit02,1,408,7,5,2,49.6,16
08/01/2023 06:17:41 PM,AirQualityUnit02,2,409,7,5,3,0,0
08/01/2023 06:19:46 PM,AirQualityUnit02,3,421,4,3,2,0,0
08/01/2023 06:29:58 PM,AirQualityUnit02,8,412,1,0,0,50.5,15.5
08/01/2023 06:34:06 PM,AirQualityUnit02,10,426,26,19,14,50.7,15.4
08/01/2023 06:44:18 PM,AirQualityUnit02,15,411,40,34,25,51.2,15.2
08/01/2023 06:48:24 PM,AirQualityUnit02,17,419,12,9,6,51.4,15.1
08/01/2023 06:54:34 PM,AirQualityUnit02,20,426,8,5,2,0,0
08/01/2023 06:56:41 PM,AirQualityUnit02,21,426,24,13,9,51.8,15
08/01/2023 06:58:46 PM,AirQualityUnit02,22,425,24,13,9,0,0
08/01/2023 07:07:11 PM,AirQualityUnit02,26,407,30,24,16,52,14.8
08/01/2023 07:09:15 PM,AirQualityUnit02,27,407,30,24,16,52.1,14.8
08/01/2023 07:19:35 PM,AirQualityUnit02,1,407,31,24,20,52.8,14.7
08/01/2023 07:21:40 PM,AirQualityUnit02,2,426,36,24,18,0,0
08/01/2023 07:25:49 PM,AirQualityUnit02,4,441,19,13,11,53.1,14.5
08/01/2023 07:29:57 PM,AirQualityUnit02,6,417,9,9,5,53.2,14.4
08/01/2023 07:32:02 PM,AirQualityUnit02,7,420,4,4,2,0,0
08/01/2023 07:38:11 PM,AirQualityUnit02,10,425,40,30,22,53.5,14.2
08/01/2023 07:40:16 PM,AirQualityUnit02,11,422,40,30,22,0,0
08/01/2023 07:42:21 PM,AirQualityUnit02,12,420,40,30,22,53.7,14.2
08/01/2023 07:48:31 PM,AirQualityUnit02,15,430,40,30,22,54.1,14.1
08/01/2023 07:50:36 PM,AirQualityUnit02,16,407,40,30,22,54.1,14.1
08/01/2023 07:52:40 PM,AirQualityUnit02,17,407,40,30,22,54.2,14.1
08/01/2023 07:56:47 PM,AirQualityUnit02,19,413,40,30,22,54.3,14.2
08/01/2023 07:58:51 PM,AirQualityUnit02,20,417,40,30,22,54.4,14.2
08/01/2023 08:00:58 PM,AirQualityUnit02,21,411,40,30,22,54.5,14.2
08/01/2023 08:05:19 PM,AirQualityUnit02,23,409,40,30,22,54.5,14.2
08/01/2023 08:11:40 PM,AirQualityUnit02,26,411,40,30,22,54.5,14.2
08/01/2023 08:13:45 PM,AirQualityUnit02,27,423,40,30,22,0,0
08/01/2023 08:17:57 PM,AirQualityUnit02,29,415,40,30,22,54.7,14.2
08/01/2023 08:24:39 PM,AirQualityUnit02,1,408,4,1,0,54.8,14.2
08/01/2023 08:29:01 PM,AirQualityUnit02,3,407,23,16,13,54.7,14.2
08/01/2023 08:31:05 PM,AirQualityUnit02,4,407,23,16,13,54.7,14.2
08/01/2023 08:33:11 PM,AirQualityUnit02,5,407,47,36,28,54.7,14.2
08/01/2023 08:35:16 PM,AirQualityUnit02,6,407,5,4,4,54.6,14.1
08/01/2023 08:37:20 PM,AirQualityUnit02,7,408,5,4,4,0,0
08/01/2023 08:43:36 PM,AirQualityUnit02,10,409,9,9,6,0,0
08/01/2023 08:47:43 PM,AirQualityUnit02,12,409,9,9,6,55,14.1
08/01/2023 08:49:50 PM,AirQualityUnit02,13,409,9,9,6,55,14.1
08/01/2023 08:53:55 PM,AirQualityUnit02,15,413,9,9,6,55.3,14.1
08/01/2023 09:04:09 PM,AirQualityUnit02,20,415,9,9,6,55.4,14.1
08/01/2023 09:06:17 PM,AirQualityUnit02,21,415,9,9,6,55.5,14.1
08/01/2023 09:08:18 PM,AirQualityUnit02,22,408,9,9,6,55.5,14
08/01/2023 09:12:24 PM,AirQualityUnit02,24,408,9,9,6,55.6,14
08/01/2023 09:14:29 PM,AirQualityUnit02,25,424,9,9,6,55.6,14
08/01/2023 09:16:35 PM,AirQualityUnit02,26,425,9,9,6,55.6,13.9
08/01/2023 09:18:38 PM,AirQualityUnit02,27,423,9,9,6,55.7,13.9
08/02/2023 07:35:47 AM,AirQualityUnit02,12,503,39,31,21,72.5,10.9
08/02/2023 07:40:05 AM,AirQualityUnit02,14,491,39,31,21,72.4,11.2
08/02/2023 07:42:00 AM,AirQualityUnit02,15,480,39,31,21,72.3,11.3
08/02/2023 07:44:05 AM,AirQualityUnit02,16,485,39,31,21,0,0
08/02/2023 07:48:11 AM,AirQualityUnit02,18,488,39,31,21,71.1,11.8
08/02/2023 07:50:16 AM,AirQualityUnit02,19,498,39,31,21,0,0
08/02/2023 07:52:21 AM,AirQualityUnit02,20,497,39,31,21,70.3,12
08/02/2023 07:56:27 AM,AirQualityUnit02,22,477,39,31,21,69.6,12.3
08/02/2023 07:58:32 AM,AirQualityUnit02,23,478,39,31,21,69.2,12.4
08/02/2023 08:00:42 AM,AirQualityUnit02,24,481,39,31,21,68.8,12.4
08/02/2023 08:02:38 AM,AirQualityUnit02,25,481,39,31,21,68.6,12.4
08/02/2023 08:06:58 AM,AirQualityUnit02,27,493,39,31,21,68.3,12.5
08/02/2023 08:13:07 AM,AirQualityUnit02,30,485,39,31,21,68.1,12.5
08/02/2023 08:21:26 AM,AirQualityUnit02,3,483,155,140,100,67.8,12.5
08/02/2023 08:23:32 AM,AirQualityUnit02,4,473,37,30,17,0,0
08/02/2023 08:25:36 AM,AirQualityUnit02,5,484,73,55,35,0,0
08/02/2023 08:31:54 AM,AirQualityUnit02,8,504,40,30,18,68.4,12.6
